episode,ep_reward,rolling_mean_reward,total_profit,approval_rate,default_rate,volume_lent,roi,policy_loss,value_loss,entropy,approx_kl
44,444.64987992892753,444.17260612508034,4446498.799289251,53.2,60.902255639097746,11595061.920000007,38.34821090191512,0.0,0.0,0.0,0.0
45,401.8075340034679,442.43118217501603,4018075.3400346655,56.99999999999999,66.3157894736842,12743266.6,31.530968205865406,0.0,0.0,0.0,0.0
46,503.17028773892787,452.25546484957795,5031702.87738925,56.00000000000001,59.285714285714285,12473701.8,40.33848939205241,0.0,0.0,0.0,0.0
47,428.88138793354295,447.66728259508625,4288813.879335415,57.4,63.06620209059234,12771097.420000004,33.582187483896064,0.0,0.0,0.0,0.0
48,446.7828798159774,449.0714419039846,4467828.798159751,56.39999999999999,63.829787234042556,12731249.29999999,35.09340436966979,0.0,0.0,0.0,0.0
49,365.54026549228365,440.70529834786186,3655402.6549228323,55.800000000000004,66.30824372759857,12709663.469999997,28.760813876394742,0.0,0.0,0.0,0.0
50,405.30619807087663,432.39931251606095,4053061.9807087504,55.800000000000004,64.87455197132617,12514599.590000005,32.386669278235765,0.0,0.0,0.0,0.0
51,489.12608945288514,433.88454743368595,4891260.894528832,55.00000000000001,59.63636363636363,12441306.530000007,39.314688394940056,0.0,0.0,0.0,0.0
52,450.03216198229336,434.30248745869255,4500321.619822916,52.800000000000004,59.46969696969697,11882897.090000004,37.872259481319084,0.0,0.0,0.0,0.0
53,429.9389817525261,436.52356661717084,4299389.817525248,54.800000000000004,63.868613138686136,12288316.380000003,34.987623076850234,0.0,0.0,0.0,0.0
54,482.27799711360313,440.28637833563846,4822779.971136,57.4,62.36933797909408,12900152.379999995,37.38544963711507,0.0,0.0,0.0,0.0
55,445.9314445861102,444.6987693939026,4459314.445861082,57.4,62.7177700348432,12944589.160000013,34.449254362129764,0.0,0.0,0.0,0.0
56,435.45230105126024,437.92697072513585,4354523.010512582,54.6,60.43956043956044,12217995.51,35.64024071664258,0.0,0.0,0.0,0.0
57,465.7541431579359,441.6142462475752,4657541.431579333,56.39999999999999,62.056737588652474,13032256.000000002,35.73856615139645,0.0,0.0,0.0,0.0
58,455.4356300149108,442.4795212674686,4554356.300149084,53.400000000000006,61.79775280898876,12120434.119999997,37.575851286002326,0.0,0.0,0.0,0.0
59,519.849522325885,457.91044695082866,5198495.223258835,54.400000000000006,58.45588235294118,12138350.090000007,42.8270332023257,0.0,0.0,0.0,0.0
60,461.48654964017766,463.5284821077588,4614865.4964017505,52.800000000000004,56.81818181818182,12016635.430000007,38.40397358548929,0.0,0.0,0.0,0.0
61,421.2358156626596,456.7394547287362,4212358.156626584,57.4,64.80836236933798,12836416.15,32.81568708433143,0.0,0.0,0.0,0.0
62,447.06333430458494,456.4425719609653,4470633.343045833,56.39999999999999,63.47517730496454,12701289.3,35.198264030139306,0.0,0.0,0.0,0.0
63,379.4603206844938,451.3947058541621,3794603.206844917,57.599999999999994,68.05555555555556,13404987.67999999,28.307397943426682,0.0,0.0,0.0,0.0
64,383.32096353291786,441.4990024960936,3833209.6353291664,55.400000000000006,64.25992779783394,12323266.53000001,31.10546725575985,0.0,0.0,0.0,0.0
65,424.9370609178344,439.39956412926597,4249370.609178333,57.199999999999996,62.93706293706294,12963021.929999992,32.78070986938719,0.0,0.0,0.0,0.0
66,407.33716734185145,436.58805075832515,4073371.6734185,57.199999999999996,65.73426573426573,12827738.92,31.754401136646305,0.0,0.0,0.0,0.0
67,476.4366944164268,437.65630588417423,4764366.944164251,56.599999999999994,60.42402826855123,12708942.750000004,37.48830282648216,0.0,0.0,0.0,0.0
68,438.8300878606851,435.99575166875167,4388300.878606833,59.599999999999994,68.12080536912751,13528599.769999996,32.437214147897244,0.0,0.0,0.0,0.0
69,432.14040953134247,427.2248403892974,4321404.095313415,59.599999999999994,64.42953020134227,13619773.580000002,31.728898207670603,0.0,0.0,0.0,0.0
70,423.6425732814268,423.4404427534223,4236425.7328142505,51.0,59.6078431372549,11565112.46,36.63108117164172,0.0,0.0,0.0,0.0
71,394.487355646268,420.76559675178316,3944873.5564626665,57.99999999999999,64.82758620689654,13450873.469999999,29.328010298075213,0.0,0.0,0.0,0.0
72,465.6545582983601,422.62471915116066,4656545.582983583,54.400000000000006,62.13235294117647,12153782.420000002,38.31355064675893,0.0,0.0,0.0,0.0
73,422.13648776290177,426.8923358590015,4221364.877629001,60.0,66.0,13575612.560000004,31.09520737257251,0.0,0.0,0.0,0.0
74,444.5218275957344,433.01242226528313,4445218.275957335,58.199999999999996,65.97938144329896,13052045.280000007,34.057637562511836,0.0,0.0,0.0,0.0
75,441.2774551686184,434.6464616903615,4412774.551686165,57.4,62.7177700348432,13093667.66999999,33.70159273094006,0.0,0.0,0.0,0.0
76,430.2112470411604,436.9338696602924,4302112.470411583,59.0,65.76271186440678,13576471.29,31.688001826957667,0.0,0.0,0.0,0.0
77,451.1193838950604,434.4021386081557,4511193.838950583,55.60000000000001,62.94964028776978,12615507.209999992,35.759115855244204,0.0,0.0,0.0,0.0
78,401.3435494081427,430.6534847629015,4013435.494081416,58.4,68.15068493150685,13464246.6,29.808095568313615,0.0,0.0,0.0,0.0
79,449.42025810381847,432.38146962014906,4494202.581038165,56.39999999999999,63.47517730496454,12913724.530000001,34.80175351888325,0.0,0.0,0.0,0.0
80,403.3122387929434,430.3484361713008,4033122.387929417,57.599999999999994,65.625,13070679.610000007,30.856256202958182,0.0,0.0,0.0,0.0
81,467.49965836947644,437.64966644362164,4674996.5836947495,58.199999999999996,62.88659793814433,13327978.909999998,35.076560484253875,0.0,0.0,0.0,0.0
82,420.9197604834438,433.17618666213,4209197.604834418,57.4,65.1567944250871,12865931.639999993,32.71583996100278,0.0,0.0,0.0,0.0
83,419.83167628295917,432.9457055141358,4198316.762829583,58.599999999999994,65.8703071672355,13138485.44,31.954343459161937,0.0,0.0,0.0,0.0
84,480.0306051047016,436.4965832650325,4800306.051047001,60.8,64.47368421052632,13775130.82999999,34.847625843180495,0.0,0.0,0.0,0.0
85,443.6005624008527,436.7288939882559,4436005.624008499,55.60000000000001,63.66906474820144,12550766.629999995,35.34449930257767,0.0,0.0,0.0,0.0
86,507.64860677051,444.4726299611908,5076486.067705083,56.599999999999994,60.7773851590106,13278804.370000001,38.22999365194415,0.0,0.0,0.0,0.0
87,470.87769935616103,446.448461507301,4708776.993561584,58.8,63.26530612244898,13236768.43,35.5734635569324,0.0,0.0,0.0,0.0
88,430.4525170448267,449.35935827096927,4304525.17044825,56.39999999999999,64.53900709219859,12589802.89000001,34.19056841523153,0.0,0.0,0.0,0.0
89,424.0978401176427,446.82711647235175,4240978.401176417,56.39999999999999,64.8936170212766,12600811.849999992,33.656390172800016,0.0,0.0,0.0,0.0
90,488.35510824316844,455.33140341737425,4883551.082431668,56.99999999999999,60.0,12605993.280000001,38.739915006774204,0.0,0.0,0.0,0.0
91,441.90187971752647,452.7716255521793,4419018.797175249,57.4,64.11149825783971,12941893.65,34.145071167195454,0.0,0.0,0.0,0.0
92,445.60770518227747,455.2404200220627,4456077.051822749,59.8,67.89297658862876,13452984.380000005,33.12333476315794,0.0,0.0,0.0,0.0
93,449.8702538041348,458.2442777741802,4498702.538041335,59.199999999999996,61.48648648648649,13135656.719999997,34.24802150311778,0.0,0.0,0.0,0.0
94,445.91547341128546,454.8327646048386,4459154.734112834,57.99999999999999,62.41379310344828,12996296.230000004,34.31096564126895,0.0,0.0,0.0,0.0
95,411.2753438936013,451.6002427541134,4112753.4389359998,59.599999999999994,65.77181208053692,13366024.64,30.770206921719396,0.0,0.0,0.0,0.0
96,448.4591140592352,445.681293482986,4484591.140592335,58.599999999999994,63.82252559726962,13046023.170000004,34.37515848434855,0.0,0.0,0.0,0.0
97,423.7013579731764,440.96365934468747,4237013.579731748,56.599999999999994,63.957597173144876,12489321.01,33.92509149487982,0.0,0.0,0.0,0.0
98,420.607502653977,439.97915790560256,4206075.0265397495,55.2,63.76811594202898,12625235.83,33.314823447062295,0.0,0.0,0.0,0.0
99,477.7317473988599,445.3425486337243,4777317.473988582,60.4,62.913907284768214,13867985.40000001,34.44853261807284,0.0,0.0,0.0,0.0
100,461.13602461236843,442.62064027064423,4611360.246123668,57.599999999999994,62.5,13004048.930000005,35.46095735986796,0.0,0.0,0.0,0.0
101,455.79035476266813,444.0094877751584,4557903.547626666,59.4,62.96296296296296,13273104.990000002,34.33939195885668,0.0,0.0,0.0,0.0
102,504.6734783904272,449.9160650959734,5046734.783904251,61.0,62.95081967213115,13774766.099999996,36.63753523846951,0.0,0.0,0.0,0.0
103,394.3701252132588,444.3660522368858,3943701.252132583,59.0,66.77966101694915,13339300.899999997,29.564527269435715,0.0,0.0,0.0,0.0
104,368.1868648421087,436.59319137996806,3681868.648421085,57.4,67.24738675958189,12795036.380000003,28.77575755998815,0.0,0.0,0.0,0.0
105,422.00356195476735,437.66601318608474,4220035.619547667,59.199999999999996,65.54054054054053,13368530.120000008,31.566938037819703,0.0,0.0,0.0,0.0
106,446.48277413452655,437.4683791936139,4464827.74134525,57.4,63.76306620209059,13054805.540000008,34.20064533067911,0.0,0.0,0.0,0.0
107,406.99391615876,435.79763501217224,4069939.161587583,60.6,66.33663366336634,13939236.179999998,29.19772008330792,0.0,0.0,0.0,0.0
108,417.02790085432633,435.4396748322071,4170279.0085432506,56.2,64.05693950177937,12598066.05,33.10253329353874,0.0,0.0,0.0,0.0
109,434.4545542486267,431.11195551718384,4344545.5424862495,56.39999999999999,66.31205673758865,12739151.03,34.1038859831011,0.0,0.0,0.0,0.0
110,433.79965198530135,428.3783182544771,4337996.5198530005,61.199999999999996,65.68627450980392,14059047.459999999,30.855550720596263,0.0,0.0,0.0,0.0
111,421.3782015663184,424.9371029348421,4213782.0156631665,57.8,66.43598615916954,13155344.979999995,32.030950325281154,0.0,0.0,0.0,0.0
112,452.54223765480975,419.7239788612804,4525422.376548084,59.0,64.7457627118644,13247636.410000002,34.16022478645369,0.0,0.0,0.0,0.0
113,459.5135549790849,426.23832183786305,4595135.549790831,59.8,63.21070234113713,13623406.129999995,33.72971124799634,0.0,0.0,0.0,0.0
114,522.0734742247267,441.6269827761248,5220734.742247251,63.4,64.66876971608832,14502456.509999994,35.99896844129377,0.0,0.0,0.0,0.0
115,468.1930599791768,446.24593257856577,4681930.59979175,62.0,63.54838709677419,14042511.309999997,33.34112037679214,0.0,0.0,0.0,0.0
116,428.0323717798522,444.40089234309823,4280323.717798498,56.8,63.732394366197184,12660601.860000003,33.80821674301112,0.0,0.0,0.0,0.0
117,419.98386244522595,445.69988697174495,4199838.624452247,57.8,64.70588235294117,12906443.209999999,32.540635371937206,0.0,0.0,0.0,0.0
118,428.0385094060262,446.8009478269149,4280385.094060251,58.8,66.66666666666666,13059679.529999997,32.77557526758279,0.0,0.0,0.0,0.0
119,494.0946864511272,452.764961047165,4940946.864511251,58.199999999999996,61.16838487972509,13051940.969999999,37.85603134329263,0.0,0.0,0.0,0.0
120,402.28780522390934,449.6137763710258,4022878.052239084,56.8,62.676056338028175,12847539.660000008,31.312439258421264,0.0,0.0,0.0,0.0
121,416.5029750102934,449.1262537154233,4165029.750102918,62.0,67.41935483870968,14285639.340000002,29.15536120557638,0.0,0.0,0.0,0.0
122,472.4452677322856,451.11655672317085,4724452.67732283,60.199999999999996,63.45514950166113,13588261.460000012,34.76863240547938,0.0,0.0,0.0,0.0
123,421.33838274834335,447.2990395000967,4213383.8274834175,60.0,66.66666666666666,13608743.40999999,30.960858769571146,0.0,0.0,0.0,0.0
124,457.1806485218683,440.8097569298108,4571806.4852186665,61.0,66.22950819672131,13855296.81,32.99681376669596,0.0,0.0,0.0,0.0
125,419.12062545340984,435.90251347723415,4191206.254534082,57.4,63.76306620209059,12780801.220000006,32.792985215789784,0.0,0.0,0.0,0.0
126,416.8495627245677,434.78423257170573,4168495.6272456674,62.4,68.91025641025641,14150787.219999995,29.45769420767016,0.0,0.0,0.0,0.0
127,528.5256274772518,445.6384090749083,5285256.2747725025,59.0,61.016949152542374,13503859.109999996,39.13885824577819,0.0,0.0,0.0,0.0
128,447.9944540792438,447.63400354223006,4479944.540792416,58.8,64.96598639455783,13235604.100000005,33.847677121079904,0.0,0.0,0.0,0.0
129,441.0590378054929,442.3304386776666,4410590.378054917,56.8,64.08450704225352,12415401.02000001,35.52515437036534,0.0,0.0,0.0,0.0
130,502.5860012441021,452.36025827968587,5025860.012440999,60.0,62.33333333333333,13431969.210000003,37.41714959188027,0.0,0.0,0.0,0.0
131,501.75967847783517,460.88592862644,5017596.784778333,57.599999999999994,62.5,13135715.620000003,38.19812281211926,0.0,0.0,0.0,0.0
132,467.5138579612935,460.3927876493408,4675138.5796129145,56.99999999999999,63.1578947368421,12868702.420000006,36.32952590734406,0.0,0.0,0.0,0.0
133,411.87946196801755,459.44689557130823,4118794.6196801653,54.400000000000006,63.60294117647059,12214653.179999996,33.72011107465735,0.0,0.0,0.0,0.0
134,398.04927372567613,453.5337580916891,3980492.73725675,58.8,67.68707482993197,13004391.989999998,30.60883384873075,0.0,0.0,0.0,0.0
135,441.60481094147735,455.7821766404959,4416048.10941475,57.99999999999999,63.10344827586207,12945396.860000005,34.11288319062586,0.0,0.0,0.0,0.0
136,443.38560799184324,458.43578116722335,4433856.079918416,55.2,60.86956521739131,12051456.570000004,36.79103894342305,0.0,0.0,0.0,0.0
137,370.10353297089284,442.59357171658746,3701035.329708917,58.4,66.78082191780823,13101457.490000002,28.249035136234426,0.0,0.0,0.0,0.0
138,483.6673775603679,446.16086406469987,4836673.775603664,59.599999999999994,62.751677852349,13647867.180000007,35.439044883815036,0.0,0.0,0.0,0.0
139,468.07646813495967,448.86260709764656,4680764.681349584,59.4,62.2895622895623,13430515.420000002,34.85171294602172,0.0,0.0,0.0,0.0
140,424.35415293506856,441.03942226674314,4243541.529350667,59.0,65.76271186440678,13362759.419999998,31.756476308324256,0.0,0.0,0.0,0.0
141,449.3446494966924,435.79791936862887,4493446.494966917,59.599999999999994,64.76510067114094,13655188.279999988,32.906514379946145,0.0,0.0,0.0,0.0
142,465.07064964661794,435.55359853716135,4650706.496466167,58.8,63.94557823129252,13276719.770000001,35.029032600167376,0.0,0.0,0.0,0.0
143,402.8012981595104,434.64578215631064,4028012.981595084,58.4,66.0958904109589,13132204.339999992,30.67278636021503,0.0,0.0,0.0,0.0
144,386.25668147852605,433.4665229315956,3862566.81478525,55.2,65.57971014492753,12479160.470000004,30.95213675688272,0.0,0.0,0.0,0.0
145,439.2969755463023,433.2357393920781,4392969.755463002,57.199999999999996,61.18881118881119,12861819.009999996,34.15512029867231,0.0,0.0,0.0,0.0
146,442.15600449390104,433.11277904228393,4421560.044939,57.99999999999999,64.13793103448275,12877806.259999998,34.33473027679329,0.0,0.0,0.0,0.0
147,426.5933751167351,438.7617632568681,4265933.751167334,60.199999999999996,65.78073089700996,13508443.63,31.57975757986957,0.0,0.0,0.0,0.0
148,379.708944369843,428.36591993781565,3797089.443698417,60.199999999999996,65.78073089700996,13595236.26,27.92955834736201,0.0,0.0,0.0,0.0
149,452.64918890436894,426.82319201475656,4526491.889043667,60.8,66.11842105263158,13912980.879999997,32.53430683248138,0.0,0.0,0.0,0.0
150,461.03954911616023,430.49173163286576,4610395.491161584,59.199999999999996,64.1891891891892,13488243.16,34.180845025347125,0.0,0.0,0.0,0.0
